url	title	body	keywords
			
https://www.timesnewroman.ro/sport/iohannis-intalnire-pe-partie-cu-presedintele-ursilor-cei-doi-au-mormait-patru-ore/	Iohannis, întâlnire pe pârtie cu preşedintele urşilor. Cei doi au mormăit patru ore	Muncește chiar și în vacanțe! Președintele Iohannis a avut o întâlnire la cel mai înalt nivel în această dimineață pe pârtia de la Păltiniș cu omologul său, președintele tuturor urșilor din România. Cei doi au mormăit timp de 4 ore, deși întâlnirea era programată să dureze doar 30 de minute.   Au fost abordate subiecte de interes național, președintele român insistând ca urșii să nu mai sperie schiorii, mai ales schiorii șefi de stat, iar președintele urșilor l-a rugat pe Iohannis să-l ajute cu moștenirea unui bârlog în Sibiu, dar și să-i arate cum se execută corect un plug.În continuare, timp de o oră președintele Iohannis a urmărit cu atenție și îngrijorare cum președintele urșilor s-a scărpinat de un brad din cauza unor mâncărimi în cur. Întâlnirea a luat sfârșit după ce Iohannis l-a decorat pe președintele urșilor, l-a numit jandarm onorific și i-a oferit un vaccin Covid la un centru de vaccinare MApN: ”E o minimă curtoazie diplomatică pentru un partener strategic”, a spus Iohannis. 	muncește, chiar, vacanțe, președintele, iohannis, întâlnire, înalt, nivel, această, dimineață, pârtia, păltiniș, omologul, președintele, tuturor, urșilor, românia, mormăit, deși, întâlnirea, programată, dureze, minuteau, abordate, subiecte
			
https://www.timesnewroman.ro/politic/pentru-ca-toata-lumea-cerea-transparenta-citu-a-purtat-azi-un-maiou-de-plasa/	Pentru că toată lumea cerea transparenţă, Cîţu a purtat azi un maiou de plasă	Premierul Florin Cîţu ia în serios toate doleanţele poporului român! Astăzi, după ce mii de cetăţeni au murmurat pe reţelele de socializare cerând mai multă transparenţă în guvernare, Cîţu a decis să le facă hatârul şi a apărut la şedinţa Executivului purtând un maiou superb de plasă, care îi scotea în evidenţă fizicul bine lucrat, dar şi nişte chiloţi din piele ecologică profund debirocratizaţi.   „Cel mai nasol la maiourile de plasă e când ţi se încurcă un fir de păr de pe piept în ochiurile plasei. Doare ca dracu. Dar trebuie să arătăm că pentru naţiunea română suntem gata să îndurăm orice chin”, a precizat Cîţu.„Partea bună e că lasă sfârcurile să respire, practic am mai bifat o măsură de relaxare.”Şeful Executivului le-a propus colegilor de coaliţie, mai puţin Ralucăi Turcan (nu se ştie de ce – n.r.), să ţină de acum încolo „Vinerea Transparenţei”, o zi pe săptămână în care să vină la lucru îmbrăcaţi în ce au ei mai transparent prin casă.„Lenjerie dantelată, pantaloni cu bucile decupate, tricouri albe stropite cu apă de la cişmea ţinută într-un bidon vechi de Borsec în al cărui dop de plastic a fost dată la un moment dat o gaură cu un cui încins… Anything goes”, a propus premierul. 	premierul, florin, cîţu, serios, toate, doleanţele, poporului, român, astăzi, după, cetăţeni, murmurat, reţelele, socializare, cerând, multă, transparenţă, guvernare, decis, facă, hatârul, apărut, şedinţa, executivului, purtând
			
https://www.timesnewroman.ro/monden/ungurii-se-ingramadesc-la-babardeala-cu-bucluc-pentru-ca-are-ardeal-in-titlu/	Ungurii se îngrămădesc la „Babardeală cu bucluc“ pentru că are „ardeal“ în titlu	Cel mai nou film românesc, Babardeală cu bucluc, are un succes nesperat în cinematografele din Budapesta! Mii de unguri şi-au exprimat dorinţa arzătoare de a vedea filmul cât mai curând, convinşi că e extrem de bun pentru că are „ardeal” în titlu.   „O parte din merit aparţine distribuitorului filmului, care a subliniat ‘Ardeal’-ul din ‘Babardeală’ pentru a-l face să sară în ochi, sau, cum se spune acolo, să sare la ochiuri”, spune Decebal Popescu, expert în design de afişe de filme despre babardeală.„Baberdély cu bucluc? Sună bine. Orice pelicul despre Erdély merge la suflet, chiar şi dacă este despre fasolea de acolo. Părerea meu!”, şi-a dat cu părerea Szopolos Ferencz, reputat critic de film din Budapesta.„Am s-o văd negreşit, me duc să-mi cumpăr la mine bileturile chiar acum. Babardealul e al nostru!”, a declarat Csingo Bingo, cinefil din localitatea Flekskecekememét. 	românesc, babardeală, bucluc, succes, nesperat, cinematografele, budapesta, unguri, şi-au, exprimat, dorinţa, arzătoare, vedea, filmul, curând, convinşi, extrem, pentru, ardeal, titluo, parte, merit, aparţine, distribuitorului, filmului
			
https://www.timesnewroman.ro/politic/cel-mai-sexy-ministru-toate-romancele-sunt-moarte-dupa-drula/	Cel mai sexy ministru! Toate româncele sunt moarte după Drulă	Rezultate surprinzătoare ale sondajului despre cei mai sexy miniștrii ai cabinetului Cîțu. Deși puțină lume se aștepta la asta, se pare că toate româncele sunt moarte după Drulă. Absolut toate participantele la sondaj au răspuns pozitiv la întrebarea „Va place Drula?“ (autorii sondajului nu au folosit deloc diacritice – n.r.).   Mai mult, repondentele au spus că le place de Drulă și dimineața, și la prânz, și seara, ba chiar și toată noaptea. Iar dacă ar fi ceva de îmbunătățit la Drulă, probabil ar fi un singur lucru: să fie mai mare, mai înalt – eventual chiar și puțin mai rotofei, fiind considerat cam subțire de unele femei.Pasiunea româncelor pentru ministrul Transporturilor este atât de mare încât unele au recunoscut cu sinceritate că au Drulă pe baterii în dormitor, cu care se bucură de momente speciale ori de câte ori au ocazia. 	rezultate, surprinzătoare, sondajului, despre, miniștrii, cabinetului, cîțu, deși, puțină, aștepta, toate, româncele, moarte, după, drulă, absolut, participantele, sondaj, răspuns, pozitiv, întrebarea, „va, place, drula, autorii
			
https://www.timesnewroman.ro/monden/casa-regala-cioaba-i-a-acordat-lui-archie-titlul-de-print-pa-anglea/	Casa Regală Cioabă i-a acordat lui Archie titlul de Prinț pă Anglea	S-a făcut dreptate! Fiul prințului Harry și al lui Meghan Markle, Archie, care nu a fost făcut prinț din motive rasiale, a fost proclamat de Casa Regală Cioabă drept Prinț Internațional pă Anglea și pă Regatul Unit, titlu pe care îl poate lăsa moștenire tuturor descendenților săi, în perpetuitate, potrivit comunicatului emis de Regele Dorin Cioabă, șeful Casei Regale.   ”Nouă ni se pare normal ca toți verișorii să fie egali, indiferent de culoare. George, Charlotte, Louis ai lui William sunt toți prinți. Pe Archie nu l-au făcut, așa că l-am făcut noi, ca să le batem obrazul la haladiții ăia de la Buckingham”, a declarat solemn Regele Cioabă.Archie a primit din partea Regelui Dorin Cioabă coroana princiară, sceptrul și colanul de aur al ordinului de Strehaia în rang de mare cazangiu, o onoare până acum neconferită nimănui din afara Casei Regale.Meghan Markle a declarat: ”Sunt încântată că am găsit niște regi cu care să pot să mă înțeleg și eu. Nu sunt deloc rasiști și iubesc animalele, au șase cai în sala tronului”.Regele Dorin Cioabă a propus și o încuscrire între Archie și propria sa fiică, Prințesa Valoarea Ecaterina Cioabă, care are zestre 18 salbe cu galbeni, așa că și Meghan Markle, mama lui Archie, a fost de acord, ea fiind foarte atentă la partea financiară a relațiilor de familie. 	făcut, dreptate, prințului, harry, meghan, markle, archie, prinț, motive, rasiale, proclamat, regală, cioabă, drept, prinț, internațional, anglea, regatul, titlu, poate, lăsa, moștenire, tuturor, descendenților, perpetuitate
			
https://www.timesnewroman.ro/life-death/azi-se-pot-programa-la-vaccinare-doar-ungurii-ca-e-ziua-lor-nationala/	Azi se pot programa la vaccinare doar ungurii, că e ziua lor națională	Te-ai întrebat de ce platforma de programare refuză cu îndârjire să te accepte, deşi oficial s-a intrat în faza a 3-a a vaccinării? Poate pentru că nu ai firimituri de kürtős în mustaţă, sau nu ai mustaţă deloc! Potrivit STS, astăzi, 15 martie, nu se pot programa la vaccinare decât ungurii, pentru că e ziua lor naţională – aniversarea Revoluţiei din 1848.   Mai mult, nu toţi ungurii sunt acceptaţi, ci doar cei care pot dovedi cu acte că sunt urmaşi direcţi ai legendarului rege Árpád, fiul lui Álmos, cel care s-a aşezat în Câmpia Panonică în anul 901. Astfel, coordonatorii vaccinării speră să împiedice aglomerarea platformei Rovaccinare cu maghiari „aproximativi”, de exemplu cei pe care îi cheamă Vaszilică cu sz sau cei care şi-au luat diplome de ungur onorific de la magazinul de suveniruri din Băile Tuşnad.Mâine, 16 martie, vor avea acces la vaccinare toate persoanele pe care le cheamă Sabin sau Iulian, potrivit sinaxarului oficial al Bisericii Ortodoxe.Miercuri, 17 martie, vaccinarea va fi deschisă tuturor roşcaţilor alcoolici care se prezintă la centrele de inoculare îmbrăcaţi în verde, dar nu pentru că e ziua naţională a Irlandei, a asigurat colonelul Gheorghiţă, nevrând să fie acuzat de şovinism.Joi, 18 martie, vaccinarea va fi suspendată pentru comemorarea bătăliei de la Gallipoli, iar vineri, 19 martie, încă nu ne-am hotărât ce facem, cert e că e o sărbătoare importantă pentru poporul caşub şi ar trebui să organizăm şi noi ceva. 	te-ai, întrebat, platforma, programare, refuză, îndârjire, accepte, deşi, oficial, intrat, vaccinării, poate, pentru, firimituri, kürtős, mustaţă, deloc, potrivit, astăzi, martie, programa, vaccinare, decât, ungurii, naţională
			
https://www.timesnewroman.ro/sport/reactia-serenei-dupa-dezvaluirile-lui-meghan-markle-ai-de-pla-mea/	Reacția Serenei după dezvăluirile lui Meghan Markle: „Ai de p*la mea!“	Dezvăluirile lui Meghan Markle din timpul interviului cu Oprah au șocat-o pe buna sa prietenă Serena Williams. „Ai de p*la mea!“ ar fi exclamat sportiva de mai multe ori în timpul interviului. Iar la finalul acestuia Serena era atât de pornită încât nu s-a putut abține și a scăpat și un „Să-mi bag p*la în familia regală britanică“.   Ca să-și revină din șoc și să se liniștească, Serena a băut după interviu vreo opt beri, după care s-a culcat pe canapea, că știa că nu e o idee bună să intre peste soțul ei în dormitor. Dar nu prea a avut somn, așa că și-a comandat trei șaorme și abia după ce le-a mâncat a reușit să adoarmă.De dimineață s-a simțit însă puțin vinovată pentru excesele din seara precedentă, așa că a preparat micul dejun și i l-a servit la pat soțului ei, alături de un imens buchet de trandafiri. Iar vaga durere de cap cu care s-a trezit a rezolvat-o extrem de eficient, cu ajutorul a două beri lăsate de cu seară la rece, special pentru acest scop. 	dezvăluirile, meghan, markle, timpul, interviului, oprah, șocat-o, prietenă, serena, williams, „ai, exclamat, sportiva, multe, finalul, acestuia, atât, pornită, încât, putut, abține, scăpat, „să-mi, familia, regală
			
https://www.timesnewroman.ro/it-stiinta/studiu-omul-de-bugethal-rupea-usa-pesterii-la-ora-1500/	Studiu. Omul de Bugethal rupea ușa peșterii la ora 15:00	Arheologii care lucrau la un set de săpături au descoperit scheletul epuzitat de treabă al unui strămoș al funcționarului, care pare să fi dormit în paleolitic. Supranumit Omul de Bugethal, după conformația oaselor, curul mare, brațe subțiri, lobul frontal foarte puțin dezvoltat, arheologii au stabilit că acesta rupea ura peșterii la ora 16.00.   „Omul de Bugethal provine din acea perioadă a evoluției umane când a început diversificarea activităților. Unii oameni primitivi erau vântători-culegători, alții aveau grijă de pui și alții, cei mai primitivi, le spuneau primelor două categorii ce să facă. Asta dacă îi prindeai în peșteră, că de obicei nu erau acolo ci dormeau printr-un copac sau furau din munca altora”, spune arheologul Decebal Popescu.Aparent, deși era inutil pentru societate, Omul de Bugethal nu a fost exterminat ca vărul său, omul de Neanderthal și urmași ai acestuia încă se mai găsesc pe tot teritoriul Europei. O formă avansată a acestuia este Omul de Bugethal de Bruxelles, care transformă nervii în hârtie și invers. 	arheologii, lucrau, săpături, descoperit, scheletul, epuzitat, treabă, strămoș, funcționarului, dormit, paleolitic, supranumit, bugethal, după, conformația, oaselor, curul, brațe, subțiri, lobul, frontal, foarte, puțin, dezvoltat, arheologii
			
https://www.timesnewroman.ro/descopera-romania/descopera-romania-10-lucruri-despre-pregatirile-pentru-sezonul-de-iarna/	Descoperă România! 10 lucruri despre pregătirile pentru sezonul de iarnă	• O stațiune de pe Valea Prahovei a construit un teleschi pentru mașini, ca să urce cocalarii cu BMW-ul până sus;   • Urşii din Bucegi şi-au izolat fonic bârlogul, ca să nu îi mai trezească manelele din hibernare; • Oltchimul ar putea fi salvat, după ce vânzătorii de vin fiert de pe pârtii au făcut nişte comenzi imense;• Pe lângă schiuri şi clăpari, în staţiunile montane se vor putea închiria PET-uri şi coji de seminţe;• 80% din pârtii n-ar fi existat fără munca asiduă a marelui munţoman Verestoy Attila;• Cocalarii pasionaţi de pariuri se duc la Sinaia, pentru că au auzit că are cota 2000;• Hotelul de gheaţă de la Bâlea Lac va avea în faţă primul parcagiu de zăpadă;• Doar dacă faci rezervare în Poiana Braşov de Black Friday îţi rămâne un rinichi, ca să-ţi poţi scrie numele în zăpadă;• Legenda spune că, în zilele senine, de pe Vf. Omu se vede cât de bine şi ieftin e în Austria;• Pe DN1 se vor pune panouri cu pârtii de schi, pentru ca cei blocați în ambuteiaje să-și facă măcar un selfie la panou, cât să pară c-au ajuns la munte. Susține și tu proiectul TNR cumpărând Almanahul Times New Roman – 156 de pagini, texte exclusive, pe care n-o să le găsești pe site! Îl poți cumpăra doar de pe eMAG.  	descoperă, românia, lucruri, despre, pregătirile, pentru, sezonul, iarnă
			
https://www.timesnewroman.ro/blog/stop-discriminarii-tratati-burtile-barbatilor-cu-respectul-cuvenit/	Stop discriminării! Tratați burțile bărbaților cu respectul cuvenit	Hai, bă, serios?! Deci publicăm un articol ilustrat cu minunăție de burți, nu mai puțin de trei, și face 3.500 de afișări și vreo 900 de like-uri. Apoi, reluăm pe Facebook un text de acum cinci ani, cu un decolteu în poză (unul singur, nu trei) și face 22.000 de afișări și peste 5.000 de like-uri. Ce-i cu discriminarea asta? De ce decolteul atrage mai mult decât burta masculină? Că tot o umflătură e și burta, dar că dintr-o bucată, nu din două. Și de multe ori burta e o umflătură mai mare decât umflătura de doi sâni. Tratați burțile cu respectul cuvenit! Stopați discriminarea!    	serios, publicăm un, articol, ilustrat, minunăție, burți, puțin, afișări, like-uri, reluăm, facebook, cinci, decolteu, poză, singur, 0, peste, discriminarea, decolteul, atrage, decât, burta, masculină, umflătură, dintr-o
			
https://www.timesnewroman.ro/monden/un-urs-si-a-luat-telefon-ca-sa-vada-cand-scrie-de-el-pe-roalert/	Un urs şi-a luat telefon ca să vadă când scrie de el pe RoAlert	Se pare că și urșii sunt curioși să afle ce se mai spune despre ei. Un urs dintr-o pădure de lângă Predeal, de exemplu, a decis să-și ia telefon, ca să vadă în timp real când scrie RoAlert-ul de el, nu să afle de asta după câteva ore sau chiar zile – ca să nu mai vorbim de cazurile în care nici măcar nu află vreodată.   Ursul spune că nu e distractiv să te duci să alergi oameni pe pârtie când aceștia sunt avertizați de prezența ta acolo. Însă așa, dacă vezi pe RoAlert ce se spune despre tine poți să-ți schimbi rapid zona de acțiunea, astfel încât oamenii să fie luați pe nepregătite când te duci peste ei. Și, în plus, poți să faci impresie printre ursoaice arătându-le mesajul RoAlert care spune că ești un „animal periculos“.Există însă și urși pățiti care spun că telefonul aduce numai necazuri. „Mi-a stricat relația cu ursoaica“, se plânge ursul Vlăduț. „Și-a luat și ea telefon și-a aflat de pe RoAlert că e un urs beat pe pârtie – și cumva și-a dat seama că eram eu. Numai eu știu ce scandal am avut acasă, că ea știa c-am ieșit să duc gunoiul, nu c-am fost la băut. M-a acuzat și că am alergat schioare pe pârtie, de-am dormit numai pe pragul bârlogului mai multe nopți.“ 	urșii, curioși, spune, despre, dintr-o, pădure, lângă, predeal, exemplu, decis, să-și, telefon, vadă, când, scrie, roalert-ul, după, câteva, chiar, vorbim, cazurile, măcar, află, vreodatăursul, distractiv
			
https://www.timesnewroman.ro/sport/proteste-in-brazilia-dupa-ce-stadionul-maracana-a-fost-redenumit-mihaita-plesan/	Proteste în Brazilia după ce stadionul Maracana a fost redenumit Mihăiță Pleșan	Violențe incredibile la Rio de Janeiro, după ce celebrul stadion Maracana a fost redenumit Mihăiță Pleșan. În oraș se desfășoară un adevărat război civil, cu bătăi violente între fanii care susțin redenumirea stadionului în Mihăiță Pleșan și cei care consideră ideea nepotrivită.   Cu toate acestea, șefii fotbalului brazilian spun că nu renunță la ideea folosirii numelui lui Mihăiță Pleșan pentru legendarul stadion. Se pare că aceștia au fost extrem de entuziasmați de fotbalistul român după ce YouTube le-a recomandat un rezumat al partidei România-Germania 5-1 din aprilie 2005, partidă în care a strălucit Mihăiță Pleșan.Se pare că șefii fotbalului brazilian au fost induși în eroare și de un comentariu în care despre Mihăiță Pleșan se spunea că este un veritabil prazilian, doar că ei au înțeles brazilian. Totuși, dacă violențele din stradă nu se vor opri, ei au și un plan B: vor schimba numele stadionului din Mihăiță Pleșan în Mihăiță Neșu, fiind convinși că nimeni nu va avea curajul să mai comenteze ceva. 	violențe, incredibile, janeiro, după, celebrul, stadion, maracana, redenumit, mihăiță, pleșan, oraș, desfășoară, adevărat, război, civil, bătăi, violente, între, fanii, susțin, redenumirea, stadionului, consideră, ideea, nepotrivităcu
			
https://www.timesnewroman.ro/sport/presedinte-jucator-iohannis-s-a-dus-in-locul-simonei-halep-in-dubai/	Președinte jucător! Iohannis s-a dus în locul Simonei Halep în Dubai	   După ani de atârnat ca un ciucure decorativ al politicii româneşti, Klaus Iohannis şi-a găsit un rost! Auzind că Simona Halep s-a retras de la turneul din Dubai, preşedintele s-a oferit să-i ia locul, convins că astfel va îmbina utilul cu plăcutul: un concediu într-o ţară caldă şi reprezentarea României la ceva chestie sportivă.„N-am mai fost în Dubai de ani buni, darămite să joc tenis”, recunoaşte Iohannis. „Ştiţi, ca preşedinte în aceste vremuri tulburi ai programul plin ochi. Nici nu termini bine plaja că se iveşte sezonul de schi. Dar pentru Simona şi pentru România sunt gata să iau racheta în mână şi să le arăt lu’ Kerber şi Kuzneţova de ce e capabil primul om în stat.”„Pe urmă îmi iau şi eu o binemeritată vacanţă, am găsit un AirBNB în Palm Jumeirah care primeşte tichete de vacanţă româneşti.”Pentru retragerea Simonei din campionat, Iohannis a decis că se mai gândeşte dacă va da vina pe PSD sau pe USR, transmit apropiaţii preşedintelui. 	după, atârnat, ciucure, decorativ, politicii, româneşti, klaus, iohannis, şi-a, găsit, auzind, simona, halep, retras, turneul, dubai, preşedintele, oferit, să-i, locul, convins, astfel, îmbina, utilul, plăcutul
			
https://www.timesnewroman.ro/it-stiinta/romanii-care-au-baut-apa-de-la-robinet-in-ultimul-an-nu-mai-au-nevoie-de-vaccin/	Românii care au băut apă de la robinet în ultimul an nu mai au nevoie de vaccin!	Vești bune pentru românii care au avut curaj să bea apă de la robinet în ultimul an și au și supraviețuit! Organismul lor este atât de călit, încât nu mai au nevoie de nicio doză de vaccin anti-Covid. Medicii spun însă că nu e indicat să doneze plasmă, să nu-i contamineze pe alții cu substanțe radioactive.   Medicii susțin că de la apa de robinet românii suferă mutații atât de puternice încât virusul nu-i mai poate afecta: ”Nici nu mai putem spune că aceștia sunt oameni, doar seamănă cu oamenii, dar pe dinăuntru sunt cu totul altceva. Virusul crede că sunt animale preistorice, trece prin ei ca noroiul prin țevile de apă potabilă”, spune medicul Decebal Popescu.În urma acestui anunț, Apa Nova a devenit cel mai mare furnizor de medicamente retrovirale anti-Covid, depășind Pfizer și Moderna, iar AstraZeneca deja studiază o modalitate de îmbuteliere a apei de la robinet din țara noastră, ca să poată fi administrată la temperatura camerei. 	vești, pentru, românii, curaj, robinet, ultimul, supraviețuit, organismul, atât, călit, încât, nevoie, nicio, doză, vaccin, anti-covid, medicii, însă, indicat, doneze, plasmă, contamineze, alții, substanțe, radioactivemedicii
			
