În ultimele 24 de ore au fost raportate 6.752 de cazuri de COVID-19, din 21.552 de teste. Rata de infectare este de 31,33%, ceea ce înseamnă că unu din trei români testați în ultimele 24 au ieșit pozitiv la test. Alți 86 de români au murit după ce s-au...	🥺
Până astăzi, pe teritoriul României, au fost confirmate 13.163 de cazuri de persoane infectate cu COVID-19. Dintre persoanele confirmate, 4.869 au fost declarate vindecate și externate.	🥺
Poliția din Chicago a publicat imagini filmate din momentul în care un băiat de 13 ani a fost împușcat mortal de un polițist. Incidentul s-a întâmplat la sfârșitul lunii trecute.	🥺
Apetitul pentru călătorii crește după un an de restricții, dar multe proceduri rămân în vigoare. Reprezentanții companiilor aeriene spun că, de multe ori, pasagerii nu se informează bine în legătură cu actele de care au nevoie pentru destinațiile lor. În...	🥺
O fetiță de 9 ani din Bistrița-Năsăud a sunat la 112 pentru a anunța că a găsit un portofel uitat pe o bancă, într-o stație de autobuz. Serviciul de Telecomunicaţii Speciale publică dialogul cu copila.	🥺
Copreședintele Alianței USR PLUS, Dan Barna, a discutat, joi, cu președintele Klaus Iohannis, a declarat la Digi24 europarlamentarul USR PLUS Dragoș Tudorache.	🥺
Pe teritoriul României, au fost confirmate 15.131 de cazuri de persoane infectate cu noul coronavirus, anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 6.912 au fost declarate vindecate și externate.	🥺
Membri ai comisiei pentru afaceri externe a parlamentului german au descris tratamentul aplicat lui Aleksei Navalnîi, principalul opozant al Kremlinului, drept „tortură ţintită”, transmite sâmbătă dpa, citată de Agerpres.	🥺
În ultimele 24 de ore au fost confirmate 3.264 de cazuri noi de COVID-19, din peste 36.000 de teste. În același interval, 137 de români infectați cu coronavirus au murit. La secțiile de Terapie Intensivă din țară sunt internați 1.493 de pacienți COVID.	🥺
A crescut numărul deceselor provocate de coronavirus în România, până la 116.	🥺
Încă patru persoane au murit din cauza coronavirusului, potrivit informațiilor transmise de autorități. Bilanțul total crește la 1.156.	🥺
Încă 1.145 de cazuri de infectare cu coronavirus au fost raportate în ultimele 24 de ore, bilanțul de la începutul pandemiei ajungând la 61.768 de cazuri. 30.119 pacienți au fost declarați vindecați și 6.371 de pacienți asimptomatici au fost externați la...	🥺
Ministrul Educației, Sorin Cîmpeanu, a declarat la Digi24 că școala online nu a fost eficientă pentru că profesorii nu au fost pregătiți pentru asta, dar a adăugat că predarea online va continua acolo unde este adecvat, după ce va fi încheiată pandemia...	🥺
Ne pregătim, în această lună, pentru un fenomen cosmic spectaculos: Lyridele. Ploaia de stele căzătoare poate fi observată și din România, în nopțile din perioada 22 – 24 aprilie 2021. Semnalul începerii ploii de stele, Lyride, va fi dat în data de 15...	🥺
Până astăzi, pe teritoriul României au fost confirmate 22.415 de cazuri de persoane infectate cu COVID-19. Dintre accestea, 16.071 au fost declarate vindecate și externate.	🥺
Compania israeliană de echipamente militare Elbit vrea să mute în România producția uneia dintre dronele sale, scrie HotNews.	🥺
În ultimele 24 de ore au fost 1.629 de cazuri noi de COVID-19, din 25.494 de teste efectuate. Alți 42 de români au murit din cauza infecțiilor cu coronavirus. La terapie intensivă sunt internați 508 pacienți cu COVID-19.	🥺
UEFA vrea ca toate meciurile de fotbal de la campionatul EURO 2020, care se va desfăşura în această vară după ce a fost amânat din cauza pandemiei de coronavirus, să se joace cu spectatori în tribune. UEFA nu va accepta ca meciurile să se dispute cu...	🥺
3.048 cazuri noi de persoane infectate cu SARS-CoV-2 au fost confirmate în ultimele 24 de ore. La terapie intensivă sunt în continuare internați 955 de pacienți. De la ultimul bilanț au fost înregistrate 79 de decese în rândul pacienților COVID.	🥺
Încă 6 decese provocate de coronavirus au fost anunțate, luni dimineață de Grupul de Comunicare Strategică. Bilanțul total a ajuns astfel la 156 de morți.	🥺
4.272 de noi cazuri de coronavirus au fost înregistrate în ultimele 24 de ore, din 14.588 teste efectuate. Au murit încă 199 de români după ce s-au infectat cu COVID-19. La Terapie Intensivă sunt internați 1.259 de pacienți.	🥺
După ce fostul ministru al Sănătății, Vlad Voiculescu, a declarat, vineri dimineață, într-o conferință de presă că există diferențe între decesele raportate de autorități și cele reale, fără să poată oferi dovezi în acest sens, Serviciul de...	🥺
Selecţionerul echipei naţionale a României, Mirel Rădoi, a declarat, miercuri seara, la postul Pro X, după înfrângerea cu 2-3 suferită în deplasare cu Armenia, că se gândeşte la demisie, el precizând că va avea o discuţie cu conducerea FRF pentru că...	🥺
În ultimele 24 de ore au fost raportate 5.808 cazuri noi de COVID-19, din aproape 40.000 de teste efectuate. Alți 145 de români au murit după ce s-au infectat cu noul coronavirus. Crește din nou numărul pacienților internați la ATI și ajunge la 1.454.	🥺
Autoritățile au confirmat vineri noi decese în rândul pacienților cu noul coronavirus. 6 dintre acestea s-au petrecut între 6 și 15 aprilie, dar au fost confirmate abia acum. Este vorba despre pacienți din Suceava, potrivit Grupului de Comunicare...	🥺
În ultimele 24 de ore au fost raportate 550 de cazuri noi de COVID-19, cel mai mare număr înregistrat în România de la începutul pandemiei de coronavirus. Recordul negativ din ultimele 24 de ore l-a depășit pe cel din 11 aprilie, când România număra 523...	🥺
În ultimele 24 de ore au fost raportate 4.951 de cazuri noi, din 31.393 de teste efectuate. Alți 111 români au murit din cauza infecției cu coronavirus. La ATI sunt internați 1.106 pacienți COVID.	🥺
Maia Sandu, președinta Republicii Moldova, l-a desemnat pentru funcția de prim-ministru al guvernului țării pe liderul Partidului Acțiune și Solidaritate, Igor Grosu, conform presei moldovene citate de Agerpres.	🥺
România a depășit pragul de 10.000 de infectări zilnice. În ultimele 24 de ore au fost raportate 10.260 de cazuri noi. Alți 123 de români au murit din cauza infecțiilor cu coronavirus.	🥺
În ultimele 24 de ore au fost 5.837 de cazuri noi de COVID-19, din 20.790 de teste - rata de pozitivare este de 28%. Alte 131 de persoane au murit după ce s-au infectat cu coronavirus, astfel că bilanțul total depășește 10.000 de decese. La ATI sunt...	🥺
Până astăzi, 12 mai, pe teritoriul României, au fost confirmate 15.778 de cazuri de persoane infectate cu noul coronavirus, anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 7.685 au fost declarate vindecate și externate...	🥺
În ultimele 24 de ore au fost raportate 6.546 de cazuri noi de COVID-19, cel mai mare număr de îmbolnăviri de la începutul pandemiei. Crește și numărul deceselor din cauza infecțiilor cu coronavirus, alți 103 români au murit.	🥺
Cel de- al șaptelea deces al unui pacient infectat cu noul coronavirus a fost înregistrat luni seaara, a anunțat Grupul de Comunicare Strategică.	🥺
Premierul Florin Cîțu a transmis alianței USR PLUS că așteaptă cât mai curând o nominalizare pentru funcția de ministru al Sănătății.	🥺
Ministrul Finanțelor Alexandru Nazare anunță, într-un mesaj pe Facebook, că aproximativ 40 de milioane de lei, reprezentând suma destinată pensiilor speciale ale parlamentarilor, au fost transferați pentru a fi folosiți în pentru „lupta împotriva...	🥺
Acțiunile Tesla au scăzut cu 8,55% luni, în timp ce investitorii care pariază pe o revenire a economiilor după pandemie au renunțat la acțiuni Big Tech.	🥺
În ultimele 24 de ore au fost 1.392 de cazuri noi de COVID-19, din 25.363 de teste efectuate. Alte 42 de persoane au murit din cauza infecției cu coronavirus, în timp ce la Terapie Intensivă sunt internați 497 de pacienți.	🥺
Ministrul Energiei, Virgil Popescu, anunţă că atât ANRE cât şi ANPC au, în acest moment, controale în desfăşurare la furnizorii de energie iar din datele parţiale reiese că există practici comerciale incorecte la încheierea contractelor de energie.	🥺
În ultimele 24 de ore au fost raportate 4.424 de cazuri noi de COVID-19, din 32.837 de teste efectuate, atât PCR cât și teste rapide. Alți 88 de români au murit după ce s-au infectat cu coronavirus. La terapie intensivă sunt internați 1.081 de pacienți...	🥺
Digi Sport continuă seria transmisiunilor handbalistice de top cu meciurile celei de-a XXVII-a ediții a Campionatului Mondial de Handbal Masculin. Competiția va începe miercuri, 13 ianuarie, meciurile fiind difuzate în direct pe posturile Digi Sport și...	🥺
ACTUALIZARE 16.30 Alte patru persoane au decedat din cauza Sars-Cov-2, a transmis, duminică, Grupul de Comunicare Strategică. Bilanțul a urcat la 1.266 de morți.	🥺
Omenirea este la un pas de o epidemie de Parkinson, avertizează specialiștii care au descoperit un nou factor de risc pentru boala neurologică: o substanță care se găsește în numeroase produse de uz casnic.	🥺
Invstitorii turci se orientează spre criptomonede, după ce decizia președintelui Recep Erdogan de a-l demite pe guvernatorul băncii centrale a dus la o scăderea a cotației lirei turcești aproape de minimul istoric. Naci Agbal, demis în martie, este al...	🥺
Rusia a criticat UE şi SUA faţă de ceea ce Moscova consideră „amestec în afacerile interne” ale Republicii Moldova. Reacţia a venit din partea Ministerului de Externe rus după declaraţiile făcute recent de ambasadorul SUA la Chişinău, Dereck J. Hogan...	🥺
În ultimele 24 de ore au fost raportate 3.400 de cazuri noi de COVID-19, din 29.400 de teste. Alți 65 de români au murit din cauza infecțiilor cu coronavirus. Crește rata de infectare în București și ajunge la 3,23/mia de locuitori. La terapie intensivă...	🥺
Țara noastră a înregistrat 2.668 de cazuri noi de coronavirus și 68 de decese în ultimele 24 de ore. Au fost efectuate 31.384 de teste, ceea ce indică o rată de pozitivare de 8,5%. Numărul pacienților ATI a depășit pragul de 1.000.	🥺
Oamenii de ştiinţă au reuşit să obţină un organism sintetic unicelular care se divide şi se multiplică la fel ca organismele biologice unicelulare, o reuşită care ar putea duce la construcţia unor nanocomputere şi a unor noi modalităţi de sinteză şi de...	🥺
Fosta handbalistă Oana Manea a spus, în urma eșecului României în fața Rusiei, scor 18-27, că, dacă în repriza a doua tricolorele ar fi jucat la fel ca în prima jumătate, naționala ar fi putut învinge.	🥺
În sectorul 1 al Capitalei a început curățarea stâlpilor de cablurile inactive. Îndepărtarea acestora nu va afecta, însă, rețeaua de cabluri funcționale din București. Cu alte cuvinte, accesul la internet și telefonie fixă nu va fi periclitat. Primul...	🥺
Iubitorii fotbalului se pregătesc pentru cele mai spectaculoase meciuri ale UEFA Champions League și UEFA Europa League, care au ajuns în faza sferturilor în acest sezon atipic, încă marcat de restricțiile impuse de pandemia COVID-19.	🥺
În ultimele 24 de ore au fost raportate 1.454 de cazuri noi de infecție cu coronavirus, un nou record negativ. Au fost efectuate 22.649 de teste. De asemenea, de ieri până azi au murit 53 de persoane bolnave de COVID-19.	🥺
Grupul de comunicare strategică anunță șase noi decese în România din cauza COVID-19 în București, Suceava, Bistrița și Covasna. Bilanțul morților ajunge miercuri seara la 92.	🥺
Secretarul de stat Andrei Baciu, căruia premierul Florin Cîțu i-a delegat atribuțiile de ministru interimar al sănătății, a prezenat vineri o situație a paturilor noi de terapie intensivă și terapie interimară pentru pacienții COVID, dar a evitat orice...	🥺
În ultimele 24 de ore au fost raportate 2.815 cazuri noi de COVID-19, din 34.929 de teste PCR și teste rapide. Alți 62 de români au murit după ce s-au infectat cu coronavirus. La terapie intensivă sunt 935 de pacienți.	🥺
În ultimele 24 de ore s-au înregistrat 2.719 noi cazuri de infectare cu noul coronavirus, din 26 744 de teste. De asemenea, au fost raportate 94 de decese, bilanţul morților fiind de 17.722. Numărul pacienţilor internaţi la ATI este de 1.016, anunță...	🥺
Până astăzi, 9 iunie, pe teritoriul României, au fost confirmate 20.749 de cazuri de persoane infectate cu noul coronavirus, anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 14.910 au fost declarate vindecate și externate...	🥺
Guvernul a aprobat în ședința de joi proiectul de lege care prevede implementarea rețelelor 5G în România. Potrivit proiectului, furnizorii de comunicații vor putea utiliza în rețelele 5G numai tehnologii, echipamente și programe software de la...	🥺
Până astăzi, 19 iunie, pe teritoriul României, au fost confirmate 23.400 de cazuri de persoane infectate cu noul coronavirus. Dintre persoanele confirmate pozitiv, 16.555 au fost declarate vindecate și externate. Până astăzi, 1.484 persoane diagnosticate...	🥺
Până astăzi, 7 mai, pe teritoriul României, au fost confirmate 14.499 de cazuri de persoane infectate cu noul coronavirus, anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 6.144 au fost declarate vindecate și externate...	🥺
În timp ce milioane de oameni din toată lumea și-au pierdut joburile din cauza pandemiei, aproape 500 de persoane au beneficiat de pe urma crizei și au ajuns la statutul de miliardar. La 11 martie 2020, Organizația Mondială a Sănătății a declarat...	🥺
Până astăzi, 13 aprilie, pe teritoriul României, au fost confirmate 6.633 de cazuri de persoane infectate cu virusul COVID – 19 (coronavirus), anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 914 au fost declarate vindecate...	🥺
Astăzi, 26 martie 2020, se face o lună de când în România a fost confirmat primul caz de SARS-CoV-2. Bilanț: aproape 1.000 de cazuri de Covid-19 și 17 decese. Specialiștii se așteaptă însă de acum încolo la o înrăutățire a situației.	🥺
Încă 2.797 de cazuri noi de coronavirus au fost confirmate în ultimele 24 de ore după efectuarea a aproximativ 30.000 de teste. Numărul total al deceselor, de la debutul pandemiei, trece de 19.000.	🥺
Imagini dezolante pe plajele din Ghana. Cel puțin 80 de delfini, dar și un număr mare de pești, au fost găsiți morți pe plajele din apropierea oraşului Accra, capitala statului Ghana. Autoritățile locale au deschis o anchetă pentru a stabili cauzele...	🥺
În ultimele 24 de ore au fost raportate 5.343 de cazuri noi de COVID-19, un nou record al infecțiilor cu coronavirus de la începutul pandemiei. De asemenea, 107 români au murit în ultima zi, cel mai mare număr de decese înregistrat până acum.	🥺
Până astăzi, 2 aprilie, pe teritoriul României, au fost confirmate 2.738 de cazuri de persoane infectate cu virusul COVID – 19 (coronavirus). Dintre persoanele confirmate pozitiv, 267 au fost declarate vindecate și externate din unități spitalicești: 91...	🥺
În România a fost confirmat un al patrulea caz de coronavirus. Este vorba despre un bărbat din Timișoara, care a intrat în contact cu o pacientă deja diagnosticată, care s-a întors recent din Italia.	🥺
Serviciul rus de securitate FSB a reţinut pentru câteva ore un diplomat ucrainean la Sankt Petersburg, a anunţat sâmbătă Ministerul de Externe al Ucrainei. Acesta este cel mai recent episod survenit pe fondul creşterii tensiunilor dintre cele două ţări...	🥺
Deputatul USR PLUS Iulian Bulai a declarat vineri că cei din Alianță l-au reevaluat pe Ludovic Orban, pe care în toamnă l-au refuzat pentru funcția de premier. Acesta spune că îl vor pe Orban în locul lui Florin Cîțu.	🥺
În ultimele 24 de ore au fost 1.415 cazuri noi de COVID-19, un nou record al infecțiilor cu coronavirus. Au fost prelucrate 22.607 de teste. De asemenea, în ultima zi au murit 43 de români din cauza COVID-19, în timp ce la terapie intensivă sunt 485 de...	🥺
Ministrul Educației, Sorin Cîmpeanu, a afirmat că nu a luat în calcul repetarea anului școlar pentru elevi, deoarece aceasta este deja o opțiune prezentă la îndemâna oricui.	🥺
În ultimele 24 de ore au fost depistate 4.310 de cazuri noi de infectare cu COVID-19, din 27.653 de teste. Alte 146 de persoane au murit, iar numărul pacienților internați la ATI este de 1.234.	🥺
Până astăzi, 28 mai, pe teritoriul României, au fost confirmate 18.791 de cazuri de persoane infectate cu noul coronavirus, anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 12.629 au fost declarate vindecate și externate...	🥺
Până în acest moment, în România au fost confirmate 17.857 de cazuri de infectare cu noul coronavirus. În ultimele 24 de ore au fost confirmate 145 de cazuri noi.	🥺
Grupul olandez Royal Philips NV vinde divizia de electrocasnice, o decizie care reprezintă ieșirea completă de pe pieţele care nu au legătură cu echipamentele medicale.	🥺
Tânăra Melissa Egger lucrează pentru o firmă cu sediul în Canada. Munca e flexibilă și singura cerință e să aibă acces la internet, așa că are libertatea să lucreze de oriunde-i place.	🥺
În ultimele 24 de ore au fost 10.269 de cazuri noi de COVID-19. Alți 168 de români au murit din cauza infecției cu coronavirus, în timp ce la terapie intensivă sunt internați 1.174 de pacienți COVID.	🥺
În ultimele 24 de ore au fost 1.271 de cazuri noi de COVID-19 din 6.162 de teste efectuate. Alți 30 de români au murit din cauza infecțiilor cu coronavirus, în timp ce la terapie intensivă sunt internați 557 de pacienți, un nou record de de bolnavi în...	🥺
În urmă cu câțiva ani Oradea era un oraș gri, poluat, în mare parte din cauza vechii centrale termoenergetice care alimenta locuințele, construită în 1966. Funcționa pe bază de cărbune, iar nivelul de poluare era foarte ridicat. Jumătate din energia...	🥺
În ultimele 24 de ore au fost raportate 2.280 de cazuri noi de COVID-19, din 10.440 de teste efectuate. Alți 63 români au murit după ce s-au infectat cu coronavirus, cu aproape 20 mai mulți față de duminică. La ATI sunt 1.098 de pacienți. Două persoane...	🥺
Grupul de Comunicare Strategică a anunțat un număr record de cazuri noi de Covid-19. Astfel, în ultimele 24 de ore, s-au înregistrat	🥺
Un nou bilanț îngrijorător al infectărilor cu coronavirus. În ultimele 24 de ore au fost 4.026 de cazuri noi de COVID-19 din 30.325 de teste efectuate. Alți 75 de români au murit din cauza noului coronavirus, în timp ce la Terapie Intenisvă sunt...	🥺
Până astăzi, 16 mai, pe teritoriul României, au fost confirmate 16.704 de cazuri de persoane infectate cu noul coronavirus, anunță Grupul de Comunicare Strategică. Dintre persoanele confirmate pozitiv, 9.574 au fost declarate vindecate și externate.	🥺
344 de cazuri de COVID-19, în ultimele 24 de ore. Numărul persoanelor infectate ajunge la 4.761. Scade numărul celor aflați la ATI	🥺
Emigranţii cubanezi vor putea investi în mici proiecte pe insulă, de exemplu în cultivarea portocalilor, orezului şi avocado, conform portofoliului de oportunităţi dezvăluit de autorităţile locale, în speranţa de a-şi motiva diaspora, notează AFP.	🥺
În România au fost confirmate, de la debutul epidemiei, 15.362 de cazuri de persoane infectate cu virusul COVID – 19 (coronavirus). Dintre persoanele confirmate pozitiv, 7.051 au fost declarate vindecate și externate.	🥺
Republica Moldova intră de joi, 1 aprilie 2021, în stare de urgență, pentru următoarele două luni, inclusiv de Paște. Decizia, controversată, a fost luată miercuri de Parlamentul de la Chișinău cu ajutorul socialiștilor și al aliaților lor politici.	🥺
Dacă ești român adevărat, îți dau lacrimile și chiar plângi gândindu-te cum joacă echipa de handbal a României, spune Cristian Tudor Popescu. Perspectivele nu sunt deloc bune, pentru că echipa nu merge, consideră gazetarul, în opinia căruia numai...	🥺
În ultimele 24 de ore au fost raportate 4.902 cazuri noi de COVID-19. Crește și numărul deceselor cauzate de infecția cu noul coronavirus și atinge un nou record de la începutul pandemiei. Într-o singură zi au fost raportate 98 decese. La terapie...	🥺
În ultimele 24 de ore au fost raportate 3.855 de cazuri noi de COVID-19. Alți 73 de români au murit din cauza infecției cu coronavirus, în timp ce la ATI sunt internați 828 de pacienți COVID.	🥺
Au apărut primele imagini cu drumul expres care ocolește orașul Giurgiu și ajunge direct în vama cu Bulgaria. Drumul de legătură dintre Drumul Național 5 și Vama Giurgiu (Podul Prieteniei) ar putea fi dat în circulație în acest an.	🥺
Organizația Mondială a Sănătății a declarat pandemie de coronavirus.	🥺
Moldova va cumpăra 400.000 de doze de Sinovac, vaccin chinezesc împotriva coronavirusului, a declarat vineri ministerul sănătății într-un comunicat citat de Reuters, potrivit Mediafax.	🥺
Președintele Klaus Iohannis va avea o ședință de lucru, joi de la ora 14:00, la Palatul Cotroceni, cu ministrul Educației Sorin Cîmpeanu, anunță Administrația Prezidențială.	🥺
PET-CT este o investigație de medicină nucleară cu un rol deosebit de important în diagnosticul oncologic. PET-CT rezultă din fuzionarea imaginilor obținute prin tomografia cu emisie de pozitroni (PET) cu cele obținute prin tomografia computerizată (CT)...	🥺
În urma testelor efectuate la nivel național în ultimele 24 de ore, față de ultima raportare, au fost înregistrate 1.975 cazuri noi de persoane infectate cu SARS – CoV – 2 (COVID – 19), acestea fiind cazuri care nu au mai avut anterior un test pozitiv.	🥺
65,6% dintre elevii de clasa a VIII-a care au susţinut simularea probelor Evaluării Naţionale au avut medii mai mari sau egale cu 5, transmite Ministerul Educaţiei. Potrivit datelor dintr-un comunicat oficial, 25 de elevi au obținut medii de 10.	🥺
Gazetarul Cristian Tudor Popescu a intrat într-o polemică jurnalistică, vineri seara, în direct la Digi24, cu Vlad Voiculescu, proaspătul ministru demis al sănătății, pe tema afirmațiilor pe care acesta din urmă le-a făcut în legătură cu raportarea...	🥺
De la lipirea unui magnet pe ușa frigiderului până la aruncarea unei mingi de baschet în coș, forțele fizicii au un rol în fiecare moment al vieții noastre.	🥺
Grupul de Comunicare Strategică anunță că până astăzi, 19 martie, pe teritoriul României, au fost confirmate 277 de cazuri de persoane infectate cu virusul COVID – 19 (coronavirus). Dintre cele 277 de persoane confirmate pozitiv, 25 au fost declarate...	🥺
Noi decese confirmate în rândul pacienților testați pozitiv pentru COVID-19. Bilanțul a crescut la 372, anunță Grupul de Comunicare Strategică.	🥺
7.067 de cazuri noi de COVID-19. Numărul pacienților de la terapie intensivă rămâne îngrijorător	🥺
Polițiștii fac 218 percheziții, joi dimineață, la peste 200 de adrese din București și din 28 de județe, într-un dosar de înșelăciune, evaziune fiscală și spălare a banilor. Din cercetări a reieșit că o societate comercială din Capitală, care trebuia să...	🥺
Protestatarii care au făcut scandal miercuri în fața Ministerului Sănătății și au jignit-o pe medicul Andreea Moldovan au primit amenzi. Este vorba despre două femei care au scandat zeci de minute împotriva Andreei Moldovan și a lui Vlad Voiculescu.	🥺
Oficialii americani din domeniul Sănătății au anunțat marți că au început primele teste clinice pentru un tratament împotriva coronaviruslui, după ce directorul Centrului Național pentru Imunizare și Boli Respiratorii a avertizat că izbucnirea epidemiei...	🥺
Încă 2.830 de cazuri noi de infectare cu coronavirus au fost confirmate în România în ultimele 24 de ore. Numărul total al cazurilor de infectare trece astfel de 800.000 de la debutul pandemiei.	🥺
Un campion olimpic la caiac și fratele său au fost găsiți vinovați că au încercat să introducă în Australia cocaină în valoare de 200 de milioane de dolari australieni (aproximativ 152 milioane USD).	🥺
Autoritățile au confirmat al 14-lea deces provocat de coronavirus în România. Este vorba despre un bărbat de 52 ani, internat în Spitalul Clinic Județean de Urgență Suceava, care a fost confirmat pozitiv la COVID 19 in data de 23 martie 2020.	🥺
Agenția Națională de Administrare Fiscală (ANAF) scoate la vânzare mai multe autoturisme în perioada următoare prin intermediul serviciilor teritoriale. În cazul în care o mașină nu se vinde la prima licitație, prețul scade cu 25% pentru a doua...	🥺
Peste 700 de schiori îmbrăcați doar cu bikini sau boxeri s-au strâns pe pârtiile din stațiunea rusească Soci de la Marea Neagră. Nu i-a speriat nici ceața, nici temperatura de numai 8 grade Celsius și nici coronavirusul.	🥺
Cele trei cazuri anunțate de Grupul de Comunicare Strategică ridică numărul infectărilor cu coronavirus la 102 persoane. Ultimele 3 cazuri sunt politicieni liberali care au participat la ședința PNL la care a participat și senatorul Vergil Chițac...	🥺
România rămâne cel mai mare producător de floarea-soarelui din Uniunea Europeană, ocupând primul loc şi în 2020, atât în ceea ce priveşte producţia, cu un total de 2,07 milioane de tone, cât şi la suprafaţa cultivată, potrivit datelor provizorii anunţate...	🥺
Traficul de internet realizat în reţelele fixe din România a înregistrat o creştere masivă, cu peste 51%, în 2020 faţă de anul anterior, în timp ce în reţelele mobile s-a constatat un salt de 30%, conform datelor preliminare prezentate, joi, de către...	🥺
În România au fost confirmate 60.623 de cazuri de persoane infectate cu noul coronavirus (COVID – 19), de la începutul epidemiei până în prezent. În ultimele 24 de ore au fost înregistrate 1.350 de cazuri noi de infectare.	🥺
Germania şi Franţa au cerut, vineri, Rusiei să retragă trupele din apropierea frontierelor Ucrainei şi să ia măsuri pentru detensionarea situaţiei, anunţă Guvernul de la Berlin, potrivit Mediafax.	🥺
